female	male	cross	genotype	group	ltf_trans	dtf_trans	ros_diam_trans	dry_mass_trans	Area_day21_trans	Perimeter_day21_trans	Area_day29_trans	Perimeter_day29_trans	Area_growth_trans	Perimeter_growth_trans
ICE107	ICE72	ICE107 x ICE72	C129	6	2.51731644271725	1.81893563801766	57.446762782535	-0.337874804247767	74.5553078731233	45.2843761419591	50.1854991714543	22.672173498682	24.6854322201082	13.511911838413
ICE107	ICE111	ICE107 x ICE111	C130	6	2.58131838202133	1.83689160170396	88.2348420909963	0.35728823384524	70.2063299076326	42.9901963636756	50.5804232308353	23.07342860819	25.3191024402367	14.6215613048446
ICE107	ICE119	ICE107 x ICE119	C131	6	2.60794537254325	1.79955896221907	90.5108359119924	-0.0539073511209622	81.5211622696364	48.352271784384	56.2954146618902	24.4551452608055	28.2496967311847	15.6090680212338
ICE107	ICE150	ICE107 x ICE150	C132	6	2.53439859352501	1.80966731829754	70.2879713432797	0.0303120956305761	84.2946153340054	49.2140456207318	54.8807768234099	24.4483453359179	27.0258575276916	15.3486687355479
ICE107	ICE216	ICE107 x ICE216	C133	6	2.58207900634906	1.81137959832852	79.1261523144256	0.128459888882361	80.0012714880182	48.2966790153712	55.7680540957877	24.6043870762769	28.0099740572716	15.8378678104887
ICE107	ICE228	ICE107 x ICE228	C134	6	2.58322438980902	1.83302614556709	79.9347808697064	0.179256307117813	71.8116585644254	43.4153089318104	51.872916110359	22.9659070118007	26.0512505127301	14.346754865019
ICE107	Bak-2	ICE107 x Bak-2	C135	6	2.89189895001856	1.84981491701626	64.6627791697986	0.470317118229612	81.7955492838341	48.2824879838445	57.2631093388238	25.0641923848375	28.8488686986748	16.5324104350255
ICE107	Cdm-0	ICE107 x Cdm-0	C136	6	2.51352710259065	1.79776149664635	95.3813513023342	0.105538683857251	85.6038204896823	50.9055698380196	59.0807659962996	26.0647849232551	29.7632340224129	17.5553980239706
ICE107	Ey15-2	ICE107 x Ey15-2	C137	6	2.58625881507805	1.7933289847664	89.4476190835788	0.031865522883476	80.2706266364184	48.6527793895459	56.17651984767	24.6722458022541	28.2553943413457	15.8938538168309
ICE107	HKT2.4	ICE107 x HKT2.4	C138	6	2.58542717376564	1.79402772155451	94.652310978832	0.146021900371847	82.7473742670273	49.1334036904592	56.103562589985	24.730014767128	28.0418301580055	15.9480605308262
ICE107	Qui-0	ICE107 x Qui-0	C139	6	2.64722133231426	1.82870032523837	94.1933100499197	0.284267415573741	75.0238044851735	45.4796049809628	53.6144657792833	24.2637662117094	26.9500037628111	15.865435245823
ICE107	Rue3-1-31	ICE107 x Rue3-1-31	C140	6	2.5343573460126	1.82316949130757	97.8745180241014	0.285002716282439	69.7173734371301	42.3832640523762	51.3751888802206	22.8660011904825	25.8685066437381	14.4312890326545
ICE107	Sha	ICE107 x Sha	C141	6	2.40383803633475	1.78485638573731	66.2760540328816	-0.826401720013965	78.9408844821991	47.0324474163905	53.6321540965565	23.3780909097622	26.663581006881	14.212595380729
ICE107	Yeg-1	ICE107 x Yeg-1	C142	6	2.51168397025117	1.81689204787283	66.1687738924183	-0.098004828415177	69.5963206103614	42.771758348899	50.2510846283943	22.5395398402291	25.1485236628662	13.8751250340278
ICE111	ICE29	ICE111 x ICE29	C143	7	2.48887090016738	1.82808751599314	80.3367984361217	0.267937776828167	78.5057622256932	47.0585313547614	53.8422957605633	24.0874239457859	26.8242384132657	15.2914702941803
ICE111	ICE50	ICE111 x ICE50	C144	7	2.4686768979557	1.82099304952867	48.8324304915519	-0.623287332347842	75.6759630790827	44.4802648120208	55.0208278899082	23.576181881272	27.7959116078444	15.0539056007034
ICE111	ICE61	ICE111 x ICE61	C145	7	2.50369244762684	1.81465661490069	96.0698836157306	0.110462091380318	82.0311777368199	48.0571897151744	56.468045465953	24.713280113585	28.3300068436626	16.0854180569077
ICE111	ICE72	ICE111 x ICE72	C146	7	2.80739063276341	1.8614391652353	73.9848797270487	0.739413085099728	72.7924050551564	43.9973437936294	49.363491906013	22.7939694681694	24.2729751977609	14.0747543104091
ICE111	ICE92	ICE111 x ICE92	C147	7	2.50411057366523	1.81634354090199	98.907151605448	0.383417205849607	77.3231085593129	46.452215703231	55.8856117508648	24.8210866298538	28.2558669267295	16.5005943526366
ICE111	ICE119	ICE111 x ICE119	C148	7	2.56602265877613	1.81964652757247	104.579172649341	0.377774225801526	75.9210596556851	45.1749697432235	54.9826764398188	24.4913593597338	27.7756968682495	16.2977681660476
ICE111	ICE150	ICE111 x ICE150	C149	7	2.44147349361669	1.82283642176804	101.82016847845	0.217843631146375	84.441596686214	48.9725179812779	56.0031870313609	24.647095182385	27.8224868227635	15.7803925108081
ICE111	Bak-2	ICE111 x Bak-2	C150	7	2.92096421725053	1.85833875995444	70.8913235075125	0.569380723174664	72.5835673956741	44.146894582292	51.1400788023472	23.0895480150359	25.509391820076	14.3867354106346
ICE111	Cdm-0	ICE111 x Cdm-0	C151	7	2.48535422903256	1.81988689424278	124.525911554686	0.500419547995468	81.3790327093371	48.5077828084978	57.2269978524532	25.5086603718766	28.8584306724404	17.1681026487549
ICE111	HKT2.4	ICE111 x HKT2.4	C152	7	2.59017513242647	1.83237164516415	87.1828009794884	0.479037539359187	86.6637748135708	49.6594034048743	56.4953909772467	24.9340475799093	27.9332157494672	16.0796059430701
ICE111	Koch-1	ICE111 x Koch-1	C153	7	2.77461002233837	1.85419666826722	70.938867305256	0.298585141372624	62.9467225828145	39.1964973700132	46.4316803158732	21.292908914695	23.1315321113359	12.8320860442045
ICE111	Qui-0	ICE111 x Qui-0	C154	7	2.79566208600179	1.84743482642623	91.3768644771493	0.596226794274935	85.379955235158	51.0266369016277	59.64625980226	26.7484495870584	30.1406993258169	18.6558810608366
ICE119	ICE29	ICE119 x ICE29	C155	8	2.59024377860369	1.81205826535104	78.6054638803139	-0.0851688201959558	85.0957810852007	50.3571328451985	55.8911336693542	24.49857437358	27.6990065255543	15.2330798721778
ICE119	ICE63	ICE119 x ICE63	C156	8	2.64071898578782	1.80590073436468	104.580697918287	0.151093919122458	88.7064472403426	50.8249297106768	59.2848536402904	25.227686595304	29.6911477580467	16.2642475956902
ICE119	ICE72	ICE119 x ICE72	C157	8	2.56830768032976	1.83093157171477	72.2088366062235	-0.356347022572111	71.9336511312999	43.7200652799538	49.2298725053879	21.8380284546651	24.2634612559751	12.6079621946641
ICE119	ICE79	ICE119 x ICE79	C158	8	2.57494241656143	1.81090158788048	85.9484683396651	0.063586549662062	85.8588953750768	49.9034538802603	59.1395343713579	25.0087390518654	29.7864071919025	16.1377730766564
ICE119	ICE92	ICE119 x ICE92	C159	8	2.5145086670706	1.81518022515292	92.3426964608425	0.251133645141075	74.3457595392175	44.815497021491	54.1505077478572	24.0050431905173	27.330556841147	15.589799398293
ICE119	ICE150	ICE119 x ICE150	C160	8	2.46841132674501	1.81635274664789	80.3543404924966	-0.324332545712422	66.7605621390142	40.1613591191111	49.3563307424447	21.97271139222	24.7374506266695	13.6072403122386
ICE119	Fei-0	ICE119 x Fei-0	C161	8	2.61271849838392	1.82637777093029	78.9372771088223	-0.225709480293421	77.4391542289768	46.7352050522015	51.0287662922855	22.8973546822668	24.9938022879851	13.4918282938277
ICE119	HKT2.4	ICE119 x HKT2.4	C162	8	2.60844983062746	1.79870845025086	105.924621357507	0.118065666516251	88.7732875250469	51.7241632889749	59.3790472885352	26.0922631664905	29.7510717666236	17.4367808281564
ICE119	Koch-1	ICE119 x Koch-1	C163	8	2.55966266178448	1.80466194918451	74.0062780692486	-0.452043687871291	76.9909517340033	45.6518942909863	54.0342756434034	23.2779247329775	27.0862906382927	14.3464300862496
ICE119	Mer-6	ICE119 x Mer-6	C164	8	2.53698328543658	1.82128892773163	92.0175666242462	0.0467567521997973	73.8180897488934	44.6673212951081	51.7396629320719	23.6470322259708	25.8030121450942	15.1199691004445
ICE119	Nie1-2	ICE119 x Nie1-2	C165	8	2.46666003150136	1.77009196305193	95.3522883849199	-0.585140202662909	85.7964618135505	50.2452781551101	57.1689748414689	25.0102925978324	28.4901949241833	16.0496820245035
ICE119	Qui-0	ICE119 x Qui-0	C166	8	2.67415967053937	1.83521118853632	104.864196441944	0.552858512848285	76.9462661971794	46.5523090139053	55.1376570190704	24.8086721560892	27.8169679875771	16.6941774876229
ICE119	Tuescha-9	ICE119 x Tuescha-9	C167	8	2.63811012533563	1.82333521849263	80.9801964298833	0.0213096083734792	72.9167294853919	43.789833228057	51.8864851089899	22.8899447139235	25.9785927959416	14.2379504702095
ICE119	TueWa1-2	ICE119 x TueWa1-2	C168	8	2.56363936008944	1.81877349814724	80.349084745447	0.0970640723869875	86.2335279210162	50.5423846053455	54.0929322062958	23.2891359884146	26.2830060682192	13.0287617296755
ICE119	Yeg-1	ICE119 x Yeg-1	C169	8	2.57765735525904	1.8357428831506	74.5391841129919	0.0723983128134946	53.9806171874102	34.0573978870242	41.6471625324635	19.1069439135308	20.6936353945531	10.8997509031017
ICE150	ICE63	ICE150 x ICE63	C170	9	2.43625105508327	1.7992598171778	67.5268574822768	-0.568270860112006	81.9837994399194	47.4724164956881	52.8144069156606	22.9280781316562	25.8032138870904	13.2900612615787
ICE150	ICE73	ICE150 x ICE73	C171	9	2.43872628165269	1.81037261759316	81.1376036487375	-0.350370361135559	77.9050897117254	46.0324588723323	50.5329797208297	22.5126319430971	24.5550430346683	13.1039343964887
ICE150	ICE79	ICE150 x ICE79	C172	9	2.53698794893656	1.79383190352823	91.6785743569413	-0.108497958555231	87.2546358511034	49.8473202931131	60.4368675046622	25.8080316988417	30.5553570094607	17.4384581374193
ICE150	ICE92	ICE150 x ICE92	C173	9	2.36304440651554	1.76793440151526	87.3843241183129	-0.591384181636288	81.7270026553739	48.3950664242708	56.5959713715251	24.2815468280922	28.4272922672653	15.3590868694412
ICE150	ICE181	ICE150 x ICE181	C174	9	2.56175284385838	1.83997321473088	51.5291613289728	-0.636782308140628	76.3132332063278	45.9479233494507	50.237574793141	21.7831418549768	24.506684086099	11.7709713901512
ICE150	ICE212	ICE150 x ICE212	C175	9	2.53396827546809	1.83223137573145	72.4932870028562	0.256201143396317	82.5511172955783	47.2530560396394	51.063056651207	22.6622478641664	24.3702819517271	12.9542558771473
ICE150	ICE228	ICE150 x ICE228	C176	9	2.41330089918287	1.82230888614681	61.9872639119264	-0.237914935856237	77.3951822917149	45.3020982417139	54.2158609230792	23.5504139591391	27.1658077218959	14.8500560619948
ICE150	Bak-2	ICE150 x Bak-2	C177	9	2.76435359521266	1.85498650427213	60.2392999054815	0.197394678022741	81.4659399386478	48.0675817882327	53.3327792356317	23.6993566341173	26.2253229222276	14.4634713515655
ICE150	Ey15-2	ICE150 x Ey15-2	C178	9	2.45280023816853	1.79694945104115	73.7935120943901	-0.71315551622655	77.5602651697249	46.2723962567697	50.9114872971423	22.2074200532601	24.8944893951739	12.3548934620824
ICE150	Koch-1	ICE150 x Koch-1	C179	9	2.48477206188489	1.78841827716563	66.6126194320007	-0.647658664803473	85.1573719229974	49.8149229778324	54.334049326708	23.5461700735204	26.579851062327	13.7980091119154
ICE150	Nie1-2	ICE150 x Nie1-2	C180	9	2.34715778211229	1.76537267658072	79.4806688815888	-0.587176042173999	85.2123474590806	49.1045456413088	58.8447504983924	25.2024529834273	29.6085803513535	16.558830887996
ICE150	Qui-0	ICE150 x Qui-0	C181	9	2.5390889264486	1.80042052186703	81.5011868918177	-0.281970003460444	80.9441188394257	47.7170255903938	52.7760374597488	23.6198238352307	25.8939981922377	14.426086496713
ICE150	Sha	ICE150 x Sha	C182	9	2.28095248011186	1.77644513699757	59.0721730430789	-0.914033697141243	80.3177464058686	46.8213523479139	54.6053823668671	23.4377972694492	27.1916229715498	14.3402983613474
ICE150	Tuescha-9	ICE150 x Tuescha-9	C183	9	2.39022692304471	1.77638882879685	76.7616125164758	-0.576568615415077	79.8092446813598	47.017697788261	54.575881551228	24.0749314424354	27.2334525441951	15.3116627573643
ICE181	ICE29	ICE181 x ICE29	C184	10	2.60039072054496	1.84022579910847	45.1152047268055	-0.567967584581829	70.2576475941268	42.9422100283211	49.026414094564	21.7545611626487	24.2708074986634	12.6494015079838
ICE181	ICE61	ICE181 x ICE61	C185	10	2.52275437183882	1.83858303835883	67.071716158733	-0.254239109474291	78.389437478174	45.7598355803037	52.6526052477204	22.2455770894172	26.0408285804176	12.6603612377624
ICE181	ICE63	ICE181 x ICE63	C186	10	2.66115277019591	1.83411105659219	74.7126954004501	0.0291252344372235	82.9588307224405	47.8494825129653	56.2365022997978	24.5729112064425	28.097174635447	15.9072210910448
ICE181	ICE72	ICE181 x ICE72	C187	10	2.8170963401919	1.86185146051296	42.8615341915026	0.218622589776081	70.3038634889895	42.1009760150924	47.0102150481883	20.7558293590336	22.8257961347264	11.2881371990773
ICE181	ICE79	ICE181 x ICE79	C188	10	2.50438374673708	1.82170302558621	73.664856497454	-0.142227582909478	85.2596174709984	48.9043859647949	56.3999302245564	24.3218617995007	27.982936636825	15.2592050032562
ICE181	ICE92	ICE181 x ICE92	C189	10	2.42133538478153	1.79615171029208	63.5109450622392	-0.708344892816016	80.9635007705559	47.9351221992732	52.3883392743613	22.6141268984819	25.5978971150573	12.6640586029546
ICE181	ICE107	ICE181 x ICE107	C190	10	2.4811181985022	1.81710188852759	73.298625244553	-0.450284587587188	78.5931242889338	46.3804082178223	53.6987211234599	23.6108818528827	26.7358381145708	14.7221102566512
ICE181	ICE111	ICE181 x ICE111	C191	10	2.88298949047319	1.8699562525942	53.4510293675553	0.392706374245907	70.7425352943705	42.0137738614427	47.7922635323106	21.5128148242148	23.3558893890383	12.5168475022162
ICE181	ICE119	ICE181 x ICE119	C192	10	2.62596986035142	1.83710987496906	56.9120709580879	-0.395361127853853	75.681450412213	45.3553167758465	50.1767876987733	22.5861105486782	24.5319373189934	13.3665238951235
ICE181	ICE216	ICE181 x ICE216	C193	10	2.6402617910687	1.84839417239758	59.6273990359884	-0.165201263797924	74.1201987223513	44.6870258347399	51.7848475901244	22.6894541387602	25.8160467341062	13.72105256351
ICE181	Bak-2	ICE181 x Bak-2	C194	10	2.94962650614865	1.88398791811055	42.4769750781277	0.566402528515199	86.7459535838788	50.8322601722034	54.1499728095082	24.2847738728372	26.2579331933824	14.7303370010804
ICE181	Ey15-2	ICE181 x Ey15-2	C195	10	2.7323694826863	1.845590702585	59.9767752598878	-0.173778507768181	77.0676733471548	45.1448087503869	50.7037742161396	22.0099408557148	24.8062665551382	12.4658690009059
ICE181	HKT2.4	ICE181 x HKT2.4	C196	10	2.56310969779117	1.8297794710879	66.4208463401371	0.0832951868593217	85.7505068016045	49.4022417531757	54.3850871449393	23.5432608055413	26.5228549752866	13.8144135060741
ICE181	Nie1-2	ICE181 x Nie1-2	C197	10	2.54931049553147	1.81576780823132	79.9537479390525	-0.409283180682515	76.4399472393173	44.6484380184148	53.2058629449506	23.0694553313333	26.5593340503811	14.2410122414362
ICE181	Rue3-1-31	ICE181 x Rue3-1-31	C198	10	2.80901569125984	1.85596037181244	62.5672517809504	0.355885101336482	72.8241710190249	43.0335271925877	53.2659894674697	23.0368130487086	26.8750996106227	14.5471565127791
ICE212	ICE61	ICE212 x ICE61	C199	11	2.55906002028819	1.82047032917251	74.5036534306969	-0.346690837192214	71.1866789819128	41.814334215291	50.7004666910857	21.6267887503563	25.3358937324747	12.7789131239482
ICE212	ICE73	ICE212 x ICE73	C200	11	2.46709363460999	1.82194304772403	52.9651141716556	-0.558946728325764	78.2860034892995	46.3793834636122	49.20836178605	21.5319517036338	23.5403667032931	11.1949811358029
ICE212	ICE79	ICE212 x ICE79	C201	11	2.51858466580036	1.8175025580599	96.44760834443	0.0873019123155433	90.3192131167893	51.2344122171836	59.470896423799	24.8350179680056	29.7035465931288	15.5909529058284
ICE212	ICE107	ICE212 x ICE107	C202	11	2.55664307564632	1.82791758938371	64.161490261848	0.346812280175977	90.53519747625	53.1079765812703	57.2566575141609	24.6318323078849	27.9688060465385	14.8001966991074
ICE212	ICE111	ICE212 x ICE111	C203	11	2.69742129860159	1.84052880051651	66.5191421368752	0.0753950811532487	75.3159611196291	45.7812985561779	50.2198485074596	22.3347179470794	24.5973824166478	12.7937047640301
ICE212	ICE119	ICE212 x ICE119	C204	11	2.58450999917949	1.8258781561257	55.3194160550812	-0.591853586351404	80.6792068935381	47.2683446553537	51.126436131068	22.7550917324326	24.7036058899978	13.128345650211
ICE212	ICE181	ICE212 x ICE181	C205	11	2.5464601474574	1.83457386541861	46.7299676654888	-0.646907915010171	77.9722294241987	45.9805786280646	50.0545289479507	21.5847318057639	24.2087732011607	11.3742856071888
ICE212	ICE216	ICE212 x ICE216	C206	11	2.5793231764717	1.81183280694033	77.9439752303492	-0.21819366643676	87.9096773039907	51.010929598535	56.8175990050876	24.340083972145	28.0400329103963	14.7639419831722
ICE212	Cdm-0	ICE212 x Cdm-0	C207	11	2.43456858491341	1.8209293858759	82.5143092516147	0.219322719223854	87.5201287400986	49.9108915160693	58.8469015065164	24.7619832273934	29.485963926988	15.7541819302481
ICE212	Ey15-2	ICE212 x Ey15-2	C208	11	2.50049824447913	1.8201632646265	71.1978593499829	-0.25634743308499	71.2066432771417	42.6462836349808	48.4712522258842	21.0023254868777	23.8013931763677	11.5045481286545
ICE212	Mer-6	ICE212 x Mer-6	C209	11	2.56687069289058	1.82255379648438	72.9156637020004	-0.0331185712426165	83.7302488968877	49.8470775160712	52.9751441518847	23.7838915509278	25.7288907568413	14.1424868564128
ICE212	Rue3-1-31	ICE212 x Rue3-1-31	C210	11	2.54593354929369	1.80191010401134	73.37719926535	-0.162685115517383	84.5729157049023	48.6900668845695	57.0810264178255	24.0761117545779	28.4721359457765	14.8475285584431
ICE216	ICE29	ICE216 x ICE29	C212	12	2.53148512218363	1.81605973408808	79.8501706709693	-0.149469523755584	78.6037445045695	46.9637475795729	54.6356995528581	24.2403372252002	27.3665000134496	15.5575159166123
ICE216	ICE61	ICE216 x ICE61	C213	12	2.56942443594243	1.82127224840877	73.8646568884192	0.0805399772452162	83.3909844687397	49.9114247967433	55.936807237534	23.8190666534937	27.8553012991423	14.1971830347655
ICE216	ICE63	ICE216 x ICE63	C214	12	2.61411581527595	1.80392447336427	82.3896039311022	-0.11329980446753	83.6098308765519	49.5089047254503	56.5467030469303	24.6486096242936	28.2643784580006	15.6611085104749
ICE216	ICE79	ICE216 x ICE79	C215	12	2.56470782558711	1.83061113341536	68.3628764456073	0.313060545591617	94.5590542502745	54.6101712333289	61.9823634633545	26.0437845024407	31.0442673688628	16.7692069619046
ICE216	ICE111	ICE216 x ICE111	C216	12	2.60688589539512	1.80303838301873	101.520931861686	0.237319028896907	76.8914498625876	46.2017424327681	55.8128251054647	24.8488874659412	28.2267895767751	16.5728715270695
ICE216	ICE119	ICE216 x ICE119	C217	12	2.62247126450017	1.8311615993751	95.0987580522675	0.633076721065785	78.7757824394546	47.1167224227743	55.778784623648	24.7856641844403	28.0932963427273	16.3192739400661
ICE216	ICE150	ICE216 x ICE150	C218	12	2.54640305339258	1.81388569745267	89.1674009874478	-0.0706685234240651	82.0127635719369	47.6312266025373	56.7431389618726	24.5959399999148	28.4953707396473	15.9421683842127
ICE216	ICE228	ICE216 x ICE228	C219	12	2.72683352711291	1.85806894649198	61.0524712036086	0.0483920125027095	82.3061702704452	48.3630047268715	54.903896998901	23.8196031595859	27.2323694901668	14.5907015004289
ICE216	Bak-2	ICE216 x Bak-2	C220	12	2.90124919083668	1.85865315534179	52.1644404682981	-6.53704287812973e-05	78.3975568485723	47.5350897767596	52.918135243439	23.4384236593655	26.2270800510619	14.162596155204
ICE216	Ey15-2	ICE216 x Ey15-2	C221	12	2.63127577876261	1.79585184649811	87.866151475114	0.0441778918030878	78.605697114467	47.4136020827806	55.2650553971179	24.3812149829937	27.7800557567839	15.6827062695571
ICE216	HKT2.4	ICE216 x HKT2.4	C222	12	2.56898546522445	1.81306658122099	85.4621718835916	0.137206866598987	80.0165861489858	47.4613812124618	55.5388986146987	24.4004656583571	27.8571275189161	15.6794448133893
ICE216	Nie1-2	ICE216 x Nie1-2	C223	12	2.36333822840149	1.76711359293946	87.8510755965177	-0.505020429239225	75.6642668504254	44.8004426476211	55.5950291386451	24.574445890433	28.165765633182	16.5144701290763
ICE216	Qui-0	ICE216 x Qui-0	C224	12	2.87551186604889	1.85907742322086	81.7489868459823	0.489825651453223	84.1982857045562	49.6847218065966	56.969862041474	25.5141130710555	28.4924329721889	16.9146802292557
ICE216	Rue3-1-31	ICE216 x Rue3-1-31	C225	12	2.47319038470092	1.8207858528173	88.8703252976975	0.142883380068828	83.5874393808503	48.9355833467449	58.1530671266412	25.4159544402813	29.3157959335595	16.9721177745497
ICE216	Yeg-1	ICE216 x Yeg-1	C226	12	2.63616868760567	1.8342084268201	90.7295272591368	0.316003168683838	67.7881262223993	41.573048500229	50.6218536700701	22.5309398641048	25.513935331391	14.212466325482
ICE228	ICE29	ICE228 x ICE29	C227	13	2.50549832516732	1.82821017072694	62.528556701976	-0.368169835862651	77.5254060691501	45.7017763762293	52.496277287613	23.0692870573957	26.0138600260976	14.0338524487531
ICE228	ICE63	ICE228 x ICE63	C228	13	2.46837334024937	1.82352488745696	96.4806167105612	0.271130363541534	88.9529580124158	50.2697429696848	58.2566930936307	25.0247795496251	28.9896049408108	16.1036680425988
ICE228	ICE72	ICE228 x ICE72	C229	13	2.66301093602914	1.84504272038258	60.031946422014	0.11178510452593	79.330772710989	46.7046691187094	53.5171707496704	23.1503449998846	26.5367083923395	13.9071302384799
ICE228	ICE79	ICE228 x ICE79	C230	13	2.42100241608503	1.82489640782069	58.2377288932158	-0.449891511748742	64.1569657998378	38.5701031367566	47.3339182099802	20.9941324523901	23.6429580165945	12.5251807177073
ICE228	ICE111	ICE228 x ICE111	C231	13	2.64515530731963	1.83722287244221	62.4249867307401	0.278870698153959	75.3644892137136	44.6287938455339	53.6516140809888	23.4699742404995	26.9543982656365	14.8997747361296
ICE228	ICE119	ICE228 x ICE119	C232	13	2.56160057045729	1.81143027476903	76.7251246672111	-0.233084602222998	83.2543979344151	48.6395042679256	56.5316411680757	24.0428795236082	28.2925493745572	14.9661028478788
ICE228	ICE181	ICE228 x ICE181	C233	13	2.63133334696476	1.8554267027652	39.0795676894942	-0.390407414666593	74.4515662074552	43.8266155411429	50.6720923941742	21.7596363239624	24.9833908207046	12.3878904156069
ICE228	ICE212	ICE228 x ICE212	C234	13	2.54083899815921	1.81113634711924	70.9174303819879	-0.438113363806726	88.8545393699935	50.4450945029656	57.5327206125214	24.2939738646014	28.481073486922	14.8366599809402
ICE228	Bak-2	ICE228 x Bak-2	C235	13	2.80185843672589	1.86370667571244	45.1559289206818	0.544192992281578	78.140980087378	46.3579913549539	53.6203300495389	23.68783951426	26.7271179461522	14.8307077070523
ICE228	Cdm-0	ICE228 x Cdm-0	C236	13	2.47564025341173	1.79859079219254	87.0018829848719	-0.192161824008985	79.5152489175398	46.9814065815004	55.4697618944437	24.5228391671141	27.8528851400627	16.018339715307
ICE228	Koch-1	ICE228 x Koch-1	C237	13	2.47898276107249	1.82327014687856	74.3770024689375	-0.0778876774875184	79.7978264121454	46.059841103056	55.7632945343161	23.4177648422783	28.0116835437825	14.4888737823953
ICE228	Rue3-1-31	ICE228 x Rue3-1-31	C238	13	2.57670868576458	1.81914095664501	93.0303126332125	0.0549983168236136	78.557667085858	45.690790790604	54.6702691823198	23.3455828571261	27.3931337347493	14.4546124717442
ICE228	Sha	ICE228 x Sha	C239	13	2.35067037698315	1.812118236826	29.4576797128899	-0.966045180342036	77.8914070497407	45.7056249687698	48.6889661538369	20.528676069559	23.1235445225602	8.88420462845924
ICE228	TueWa1-2	ICE228 x TueWa1-2	C240	13	2.65694607224777	1.84598462603515	65.6564692583244	0.029116489022655	79.6674870529412	46.3777165456753	54.2760911090918	23.1743103633377	27.0377267693142	14.0779853286993
ICE228	Yeg-1	ICE228 x Yeg-1	C241	13	2.5462335721234	1.81074346899052	71.7482449920407	-0.318777246957433	79.2359650579333	46.5035666144797	55.7474040009532	23.5274196750465	28.0509250199724	14.5897975463171
Bak-2	ICE63	Bak-2 x ICE63	C242	1	2.84132763011462	1.86567452974193	63.5402417443812	1.26774094143671	85.1623819759655	49.3941577369019	55.2998468753939	24.3524997320009	27.2667122883208	15.2358265956333
Bak-2	ICE119	Bak-2 x ICE119	C243	1	2.48307280623926	1.82308800692185	72.8765869209483	-0.586709158428628	72.5189949465195	43.4281760634405	50.5397563339058	22.2953002999889	25.102094536227	13.3567013625371
Bak-2	ICE212	Bak-2 x ICE212	C244	1	2.85001318080938	1.86364526126983	51.4288125122145	0.12256996008975	86.000268796743	49.2893413132045	53.8264632324022	23.2185102286876	26.0658203062758	13.2881478138103
Bak-2	Cdm-0	Bak-2 x Cdm-0	C245	1	2.52462369676506	1.79833352658462	92.2532378113328	-0.236896261177877	76.3532267363198	45.5844922299511	55.820891664631	24.3921796446709	28.2777431983675	16.027562100082
Bak-2	Ey15-2	Bak-2 x Ey15-2	C246	1	2.36476665586626	1.77170778619374	83.8829224415609	-0.532929275996303	80.7596209299478	47.3020010670653	56.6669055127429	24.4602420094673	28.5336233360676	15.7961220628795
Bak-2	Fei-0	Bak-2 x Fei-0	C247	1	2.40301319144125	1.77128140883213	75.8791092490423	-0.615308479018491	78.4834327160097	46.6397265524335	55.2966298748948	23.9861831144644	27.7925390288748	15.1652415298108
Bak-2	Mer-6	Bak-2 x Mer-6	C248	1	2.84491934385455	1.85466564177687	60.4766733761	0.197114640296901	75.8266497190806	45.0825232890588	51.0449596319285	23.4174971865713	25.1754196495072	14.7689045631742
Bak-2	Nie1-2	Bak-2 x Nie1-2	C249	1	2.29914877721003	1.75941820463996	71.728976793455	-0.863996001591063	74.6165966515245	44.631250610066	52.4616631082126	23.0049282800425	26.2316368054602	14.1717995010208
Bak-2	Qui-0	Bak-2 x Qui-0	C250	1	2.920036548826	1.87783984875186	68.1000262471969	0.901136136425793	88.6478929008279	52.192563113363	57.7067185440461	26.2999151002319	28.6271229889	17.7186002052654
Bak-2	TueWa1-2	Bak-2 x TueWa1-2	C251	1	2.20155053696502	1.76092034071949	32.7092044518735	-1.30963746665923	73.7145431305444	44.406888286187	50.4828981493727	22.0727162243252	24.9593745071625	12.7626038751225
Bak-2	Yeg-1	Bak-2 x Yeg-1	C252	1	2.48817507283963	1.8067629916182	89.8922589435924	-0.212553048595766	76.3839920698587	45.2680299434774	53.6353368079311	23.083992519807	26.8647662585601	14.1255145585318
Cdm-0	ICE50	Cdm-0 x ICE50	C253	2	2.35526369658033	1.7707294791193	61.7590151765155	-0.687004676583747	87.2607430004801	50.2463014330465	58.2919851391402	24.5926369692134	29.1348015052647	15.4009067351312
Cdm-0	ICE63	Cdm-0 x ICE63	C254	2	2.49560243251679	1.77854596659527	99.6371468208098	-0.222967204828203	89.6132133436467	51.7743843160714	59.9017030493824	26.0972416462383	30.0251847054394	17.4722698905416
Cdm-0	ICE79	Cdm-0 x ICE79	C255	2	2.52885804286202	1.82907763436166	54.3510811251581	-0.760931715962813	71.574201780443	44.8867982212328	48.9761209527667	22.7269893021234	24.0927997491535	13.6302444485315
Cdm-0	ICE119	Cdm-0 x ICE119	C256	2	2.46755527062313	1.78848866111779	108.38122792663	-0.0570460665840819	78.2567525075298	46.9491899694995	55.8555662673913	24.7093515809958	28.1867775660653	16.2751933395288
Cdm-0	ICE150	Cdm-0 x ICE150	C257	2	2.24997643094738	1.76701065621308	78.2556164307772	-0.726831106888208	80.3416976337497	47.0424288620978	55.0928769271393	23.7818177783906	27.5395855338326	14.834871174035
