##Centered_IBS.SumPk=60030.059360986255
##Matrix_Type=Centered_IBS
29
Bak-2	1.8762954	-0.035078093	-0.101766355	-0.109859906	-0.08963922	-0.0015546008	-0.041341197	-0.014506471	-0.09979917	-0.080192424	-0.09519047	-0.102054164	-0.09139032	-0.064591914	0.017447798	-0.07474294	-0.092309214	-0.08688703	-0.05379946	-0.10975439	-0.014080416	-0.07872569	-0.025372917	-0.09258534	-0.036462884	-0.07124572	-0.12283148	-0.09072087	-0.017261848
Cdm-0	-0.035078093	1.9203249	-0.068719774	-0.02281878	-0.046370912	0.17325382	0.1055882	0.18597353	-0.2986487	-0.17680033	-0.15667711	-0.08485082	-0.17853956	-0.025760451	-0.0940377	-0.29860026	-0.15107268	-0.33225018	-0.26315635	-0.13275646	0.2015226	-0.25692767	0.65431046	-0.028713245	0.035159193	-0.05098797	-0.34161127	0.055094168	-0.28684968
Ey15-2	-0.101766355	-0.068719774	1.9882997	-0.036987204	0.21496141	-0.056464925	0.017172344	-0.057741947	-0.22491118	-0.08503128	-0.039682057	-0.0076056775	-0.09608111	-0.10431138	-0.13231987	-0.20928848	-0.046467338	-0.24568228	-0.20550945	-0.07190309	-0.048038926	-0.14517482	-0.034056835	0.16053765	-0.04815584	0.12224157	-0.23755486	0.016446853	-0.21620744
Fei-0	-0.109859906	-0.02281878	-0.036987204	2.392883	-0.016689526	-0.0061908704	0.052351043	0.060862605	-0.29418197	-0.18397756	-0.117119335	-0.0036452715	-0.1523824	-0.10942129	-0.09932947	-0.26393682	-0.13038133	-0.30787474	-0.2551314	-0.11308914	-0.018012222	-0.26945418	-0.04320064	0.029204171	0.11483676	-0.0314318	-0.32705194	0.5331876	-0.27115673
HKT2.4	-0.08963922	-0.046370912	0.21496141	-0.016689526	1.9575578	-0.033944983	-0.0049226484	-0.040094715	-0.26069647	-0.08287735	-0.051518537	0.021122428	-0.094752125	-0.11712518	-0.13704371	-0.23162045	-0.015420997	-0.22316617	-0.2035193	-0.0734337	-0.05677891	-0.10986718	-0.105965205	0.1487349	-0.018995255	0.19665714	-0.2583656	-0.044817314	-0.22140945
ICE107	-0.0015546008	0.17325382	-0.056464925	-0.0061908704	-0.033944983	1.9052669	0.17380704	0.34000933	-0.2716934	-0.18462183	-0.15394014	-0.03993448	-0.17217182	-0.012504642	-0.078915894	-0.29271477	-0.12673716	-0.3205188	-0.27225938	-0.15976705	0.33393392	-0.24091153	0.14444996	-0.04349971	0.02105712	-0.06152482	-0.32431388	0.033152033	-0.27074742
ICE111	-0.041341197	0.1055882	0.017172344	0.052351043	-0.0049226484	0.17380704	1.8969285	0.19946249	-0.28303602	-0.18011552	-0.13743927	0.003996286	-0.18508323	-0.023162082	-0.14138766	-0.30854705	-0.0487088	-0.28893572	-0.23668054	-0.12953876	0.20234495	-0.22742692	0.10652627	-0.028049137	0.06349206	-0.036164027	-0.33358327	0.08233089	-0.2698769
ICE119	-0.014506471	0.18597353	-0.057741947	0.060862605	-0.040094715	0.34000933	0.19946249	1.9151464	-0.27651468	-0.1908581	-0.1513546	-0.04289511	-0.1857128	-0.048457477	-0.1532994	-0.26663557	-0.076234266	-0.31445205	-0.25468394	-0.16650896	0.35176435	-0.25203636	0.15361175	-0.05253408	-3.7322857E-4	-0.06955426	-0.3417072	0.03314022	-0.28381535
ICE150	-0.09979917	-0.2986487	-0.22491118	-0.29418197	-0.26069647	-0.2716934	-0.28303602	-0.27651468	1.7950709	-0.13585971	-0.17528875	-0.2233757	-0.113489576	-0.010992746	-0.08896332	0.4012176	-0.07553094	0.42380145	0.27573198	-0.14170983	-0.26127547	0.25259316	-0.26729605	-0.2560188	-0.26980296	-0.23263916	0.9728854	-0.28064784	0.42107207
ICE181	-0.080192424	-0.17680033	-0.08503128	-0.18397756	-0.08287735	-0.18462183	-0.18011552	-0.1908581	-0.13585971	1.8165038	0.21112941	-0.011039497	0.38802385	-0.14090255	0.098770335	-0.051615182	-0.052319027	-0.04427632	-0.039502002	0.19794148	-0.16516589	-0.05779229	-0.17859639	-0.096071415	-0.12983096	-0.09720694	-0.100699015	-0.16292632	-0.084090896
ICE212	-0.09519047	-0.15667711	-0.039682057	-0.117119335	-0.051518537	-0.15394014	-0.13743927	-0.1513546	-0.17528875	0.21112941	1.8837172	0.061044328	0.24922484	-0.121405795	-0.0061719194	-0.118602045	-0.05585376	-0.104237705	-0.09768978	0.19840327	-0.14689332	-0.07588594	-0.1497788	-0.10949956	-0.07220893	-0.092653744	-0.12784646	-0.10454378	-0.1420387
ICE216	-0.102054164	-0.08485082	-0.0076056775	-0.0036452715	0.021122428	-0.03993448	0.003996286	-0.04289511	-0.2233757	-0.011039497	0.061044328	1.8642342	-0.010653232	-0.052516315	-0.10189532	-0.19772965	-0.058814723	-0.1943702	-0.14745058	0.03362841	-0.030848028	-0.12266145	-0.078714795	-0.052120347	0.022397237	-8.2341075E-4	-0.23395893	-0.009498558	-0.19896725
ICE228	-0.09139032	-0.17853956	-0.09608111	-0.1523824	-0.094752125	-0.17217182	-0.18508323	-0.1857128	-0.113489576	0.38802385	0.24922484	-0.010653232	1.6454126	-0.124927044	0.10312409	-0.035544056	-0.05525312	-0.038382966	-0.02608994	0.22707316	-0.15516227	-0.03233825	-0.16179551	-0.141388	-0.14432958	-0.09247719	-0.07065985	-0.1748246	-0.079431176
ICE29	-0.064591914	-0.025760451	-0.10431138	-0.10942129	-0.11712518	-0.012504642	-0.023162082	-0.048457477	-0.010992746	-0.14090255	-0.121405795	-0.052516315	-0.124927044	1.8065702	-0.12761243	-0.05205307	-0.050306983	-0.019378437	-0.0435181	-0.08193325	-0.03716476	-0.077382796	-0.07516222	-0.05045506	-0.02529456	-0.062678404	-0.02141837	-0.10980914	-0.016324537
ICE50	0.017447798	-0.0940377	-0.13231987	-0.09932947	-0.13704371	-0.078915894	-0.14138766	-0.1532994	-0.08896332	0.098770335	-0.0061719194	-0.10189532	0.10312409	-0.12761243	2.0383449	-0.024842445	-0.13539386	-0.048275188	-0.032788675	0.0061836285	-0.13716908	-0.08455049	-0.07652287	-0.14605485	-0.03189265	-0.09943069	-0.085614026	-0.114411235	-0.08594902
ICE61	-0.07474294	-0.29860026	-0.20928848	-0.26393682	-0.23162045	-0.29271477	-0.30854705	-0.26663557	0.4012176	-0.051615182	-0.118602045	-0.19772965	-0.035544056	-0.05205307	-0.024842445	1.7458242	-0.062285226	0.5259068	0.38459024	-0.10576885	-0.2849518	0.24293919	-0.2789008	-0.19820808	-0.24304233	-0.21083526	0.44575703	-0.30230144	0.36653322
ICE63	-0.092309214	-0.15107268	-0.046467338	-0.13038133	-0.015420997	-0.12673716	-0.0487088	-0.076234266	-0.07553094	-0.052319027	-0.05585376	-0.058814723	-0.05525312	-0.050306983	-0.13539386	-0.062285226	1.8837981	-0.025255391	-0.030567857	-0.071889356	-0.10887562	0.08090125	-0.13552886	-0.03112501	-0.08934141	-0.02501377	-0.054513436	-0.13215205	-0.02734927
ICE72	-0.08688703	-0.33225018	-0.24568228	-0.30787474	-0.22316617	-0.3205188	-0.28893572	-0.31445205	0.42380145	-0.04427632	-0.104237705	-0.1943702	-0.038382966	-0.019378437	-0.048275188	0.5259068	-0.025255391	1.7045257	0.45294046	-0.08580193	-0.31868196	0.3036249	-0.30429795	-0.26511025	-0.27339438	-0.22997782	0.53015935	-0.3156958	0.44594565
ICE73	-0.05379946	-0.26315635	-0.20550945	-0.2551314	-0.2035193	-0.27225938	-0.23668054	-0.25468394	0.27573198	-0.039502002	-0.09768978	-0.14745058	-0.02608994	-0.0435181	-0.032788675	0.38459024	-0.030567857	0.45294046	1.6881151	-0.073443316	-0.2527255	0.16733329	-0.2408136	-0.1979769	-0.21025005	-0.21365389	0.3243671	-0.2729099	0.33104196
ICE79	-0.10975439	-0.13275646	-0.07190309	-0.11308914	-0.0734337	-0.15976705	-0.12953876	-0.16650896	-0.14170983	0.19794148	0.19840327	0.03362841	0.22707316	-0.08193325	0.0061836285	-0.10576885	-0.071889356	-0.08580193	-0.073443316	1.8392236	-0.1544244	-0.0870134	-0.154152	-0.075955436	-0.08227287	-0.07529792	-0.11255972	-0.111959405	-0.1315229
ICE92	-0.014080416	0.2015226	-0.048038926	-0.018012222	-0.05677891	0.33393392	0.20234495	0.35176435	-0.26127547	-0.16516589	-0.14689332	-0.030848028	-0.15516227	-0.03716476	-0.13716908	-0.2849518	-0.10887562	-0.31868196	-0.2527255	-0.1544244	1.8361309	-0.24956833	0.18473075	-0.074207835	0.01219333	-0.07631063	-0.32986906	0.050904065	-0.25331914
Koch-1	-0.07872569	-0.25692767	-0.14517482	-0.26945418	-0.10986718	-0.24091153	-0.22742692	-0.25203636	0.25259316	-0.05779229	-0.07588594	-0.12266145	-0.03233825	-0.077382796	-0.08455049	0.24293919	0.08090125	0.3036249	0.16733329	-0.0870134	-0.24956833	1.7787392	-0.26891014	-0.15255554	-0.21223362	-0.112485595	0.27941564	-0.25993383	0.26828688
Mer-6	-0.025372917	0.65431046	-0.034056835	-0.04320064	-0.105965205	0.14444996	0.10652627	0.15361175	-0.26729605	-0.17859639	-0.1497788	-0.078714795	-0.16179551	-0.07516222	-0.07652287	-0.2789008	-0.13552886	-0.30429795	-0.2408136	-0.154152	0.18473075	-0.26891014	1.9329357	-0.084678926	0.067042835	-0.06133172	-0.33034417	0.08109898	-0.26928747
Nie1-2	-0.09258534	-0.028713245	0.16053765	0.029204171	0.1487349	-0.04349971	-0.028049137	-0.05253408	-0.2560188	-0.096071415	-0.10949956	-0.052120347	-0.141388	-0.05045506	-0.14605485	-0.19820808	-0.03112501	-0.26511025	-0.1979769	-0.075955436	-0.074207835	-0.15255554	-0.084678926	2.135792	-0.012264664	0.18308029	-0.2569161	0.017169572	-0.22853068
Qui-0	-0.036462884	0.035159193	-0.04815584	0.11483676	-0.018995255	0.02105712	0.06349206	-3.7322857E-4	-0.26980296	-0.12983096	-0.07220893	0.022397237	-0.14432958	-0.02529456	-0.03189265	-0.24304233	-0.08934141	-0.27339438	-0.21025005	-0.08227287	0.01219333	-0.21223362	0.067042835	-0.012264664	1.9997492	-0.047172297	-0.26266667	0.11214634	-0.238089
